player,nation,age,mp,min,90s Played,gls,ast,g+a,g-pk,pk,pkatt,Yellow Cards,Red Cards,xg,npxg,xag,npxg+xag,Progressive Carries,Progressive Passes,Progressive Passes Received,gls_1,ast_1,g+a_1,g-pk_1,g+a-pk,xg_1,xag_1,xg+xag,npxg_1,npxg+xag_1,achievements,df_progressive_passes_rec_90,df_tackles_90,df_interceptions_90,df_blocks_90,df_clearances_90,df_aerials_won_90,mf_shot_creating_actions_90,mf_passes_attempted_90,mf_pass_completion_pct,mf_progressive_passes_90,mf_progressive_carries_90,mf_progressive_passes_rec_90,mf_tackles_90,mf_interceptions_90,mf_blocks_90,mf_clearances_90,mf_aerials_won_90,gk_save_percentage,gk_psxg_per_sot,gk_save_pct_penalty_kicks,gk_clean_sheet_percentage,gk_crosses_stopped_pct,gk_def_actions_outside_pen_area,gk_avg_distance_of_def_actions,Player,Position,Date of birth / Age,Height,Foot,Market value,Club,League
Fran Garcia,esESP,24,47,2873.0,31.9,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,2.1,2.9,86.0,132.0,197.0,0.0,0.13,0.13,0.0,0.13,0.03,0.08,0.11,0.03,0.11,"2023-24 La Liga Champion, 2023-24 Champions League Champion",7.27,2.18,1.29,1.07,2.77,0.7,,,,,,,,,,,,,,,,,,,Fran García,Left-Back,14.08.1999 (25),"1,69m",left,€18.00m,Real Madrid,La Liga
Luka Modrić,hrCRO,38,56,2854.0,31.7,4.0,9.0,13.0,4.0,0.0,0.0,11.0,0.0,1.7,1.7,8.5,10.2,73.0,271.0,77.0,0.13,0.28,0.41,0.13,0.41,0.06,0.31,0.37,0.06,0.37,"2018 Ballon d'Or, 2018 The Best FIFA Men's Player, 2017-18 UEFA Men's Player of the Year, 5x Domestic League Champion, 6x Champions League Champion, 13x Croatian Footballer of the Year",,,,,,,5.56,95.52,88.1%,9.79,2.69,2.83,1.55,1.4,0.7,0.92,0.26,,,,,,,,Luka Modrić,Central Midfield,09.09.1985 (39),"1,72m",right,€4.00m,Real Madrid,La Liga
Ferland Mendy,frFRA,29,31,2238.0,24.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.5,0.5,0.7,1.2,18.0,59.0,62.0,0.0,0.08,0.08,0.0,0.08,0.02,0.03,0.06,0.02,0.06,"3x La Liga Champion, 2x Champions League Champion",2.8,1.2,0.6,0.85,0.7,0.25,,,,,,,,,,,,,,,,,,,Ferland Mendy,Left-Back,08.06.1995 (30),"1,80m",left,€14.00m,Real Madrid,La Liga
Brahim Díaz,maMAR,24,51,2169.0,24.1,6.0,6.0,12.0,6.0,0.0,0.0,1.0,0.0,6.7,6.7,4.3,11.0,58.0,96.0,143.0,0.25,0.25,0.5,0.25,0.5,0.33,0.21,0.54,0.33,0.54,"4x Domestic League Champion, 2023-24 Champions League Champion",,,,,,,3.43,44.03,86.2%,4.54,2.8,6.71,1.59,0.48,0.82,0.14,0.19,,,,,,,,Brahim Díaz,Right Winger,03.08.1999 (25),"1,70m",both,€40.00m,Real Madrid,La Liga
Eduardo Camavinga,frFRA,21,34,2023.0,22.5,2.0,2.0,4.0,2.0,0.0,0.0,9.0,1.0,0.5,0.5,1.4,1.9,33.0,86.0,36.0,0.09,0.09,0.18,0.09,0.18,0.03,0.08,0.11,0.03,0.11,"2x La Liga Champion, 2x Champions League Champion",,,,,,,2.48,60.88,89.8%,4.84,1.86,2.03,3.83,1.52,1.86,2.31,1.52,,,,,,,,Eduardo Camavinga,Central Midfield,10.11.2002 (22),"1,82m",left,€60.00m,Real Madrid,La Liga
Dani Ceballos,esESP,27,40,1956.0,21.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.4,0.4,2.3,2.7,46.0,185.0,19.0,0.0,0.09,0.09,0.0,0.09,0.02,0.13,0.15,0.02,0.15,"2x La Liga Champion, 3x Champions League Champion",,,,,,,4.0,94.5,94.4%,10.28,2.56,1.06,3.17,0.89,1.17,1.0,0.11,,,,,,,,Dani Ceballos,Central Midfield,07.08.1996 (28),"1,79m",right,€10.00m,Real Madrid,La Liga
Arda Güler,trTUR,19,42,1781.0,19.8,5.0,8.0,13.0,5.0,0.0,0.0,1.0,0.0,3.7,3.7,5.9,9.6,40.0,108.0,93.0,0.25,0.4,0.66,0.25,0.66,0.24,0.38,0.62,0.24,0.62,2023-24 La Liga Champion,,,,,,,6.0,64.11,85.9%,6.97,2.58,6.0,2.07,0.52,1.23,0.58,0.52,,,,,,,,Arda Güler,Attacking Midfield,25.02.2005 (20),"1,75m",left,€45.00m,Real Madrid,La Liga
Andriy Lunin,uaUKR,25,14,1320.0,14.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,0.0,0.1,0.1,0.0,0.1,"2023-24 La Liga Champion, 2023-24 Champions League Champion",,,,,,,,,,,,,,,,,,68.8%,0.34,0.0%,44.4%,7.7%,1.67,14.8,Andriy Lunin,Goalkeeper,11.02.1999 (26),"1,91m",right,€18.00m,Real Madrid,La Liga
Éder Militão,brBRA,26,17,1309.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.9,0.9,0.7,1.6,9.0,58.0,2.0,0.07,0.07,0.14,0.07,0.14,0.06,0.05,0.12,0.06,0.12,"3x La Liga Champion, 2x Champions League Champion",0.16,1.59,1.36,1.43,2.79,1.99,,,,,,,,,,,,,,,,,,,Éder Militão,Centre-Back,18.01.1998 (27),"1,86m",right,€30.00m,Real Madrid,La Liga
Endrick,brBRA,18,37,863.0,9.6,7.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,3.5,3.5,1.0,4.5,13.0,11.0,42.0,0.73,0.0,0.73,0.73,0.73,0.62,0.18,0.8,0.62,0.8,2x Série A Champion,,,,,,,,,,,,,,,,,,,,,,,,,Endrick,Centre-Forward,21.07.2006 (18),"1,73m",left,€35.00m,Real Madrid,La Liga
David Alaba,atAUT,32,14,601.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.1,3.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,"11x Domestic League Champion, 4x Champions League Champion, 10x Austrian Footballer of the Year",1.83,0.55,1.28,1.46,2.01,0.91,,,,,,,,,,,,,,,,,,,David Alaba,Centre-Back,24.06.1992 (33),"1,80m",left,€6.00m,Real Madrid,La Liga
Jacobo Ramón,esESP,19,5,307.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.2,0.5,0.0,1.0,2.0,0.29,0.0,0.29,0.29,0.29,0.11,0.08,0.19,0.11,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,Jacobo Ramón,Centre-Back,06.01.2005 (20),"1,96m",right,€1.00m,Real Madrid,La Liga
Jesús Vallejo,esESP,27,4,138.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,5.0,1.0,0.0,0.65,0.65,0.0,0.65,0.0,0.08,0.08,0.0,0.08,2021-22 La Liga Champion,,,,,,,,,,,,,,,,,,,,,,,,,Jesús Vallejo,Centre-Back,05.01.1997 (28),"1,84m",right,€1.00m,Real Madrid,La Liga
Diego Aguado,esESP,17,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Aguado,Centre-Back,07.02.2007 (18),"1,84m",left,€1.00m,Real Madrid,La Liga
Lorenzo Aguado,esESP,21,3,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Lorenzo Aguado,Right-Back,19.09.2002 (22),"1,80m",right,€100k,Real Madrid,La Liga
Gonzalo García,esESP,20,4,65.0,0.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,0.0,0.0,3.0,1.38,1.38,2.77,1.38,2.77,0.79,1.56,2.35,0.79,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,Gonzalo García,Centre-Forward,24.03.2004 (21),"1,82m",both,€8.00m,Real Madrid,La Liga
Víctor Muñoz,esESP,21,2,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.23,0.0,1.23,1.23,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Muñoz,Left Winger,13.07.2003 (21),"1,73m",right,€1.00m,Real Madrid,La Liga
Daniel Yáñez,esESP,17,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,Daniel Yáñez,Right Winger,28.03.2007 (18),"1,77m",left,€150k,Real Madrid,La Liga
Victor Valdepeñas,esESP,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Víctor Valdepeñas,Centre-Back,20.10.2006 (18),"1,88m",left,€500k,Real Madrid,La Liga
Mario Rivas,esESP,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Rivas,Centre-Back,16.03.2007 (18),-,,€300k,Real Madrid,La Liga
David Jiménez,esESP,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Jiménez,Right-Back,14.03.2004 (21),"1,70m",right,€400k,Real Madrid,La Liga
Sergio Mestre,esESP,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Mestre,Goalkeeper,13.02.2005 (20),"1,93m",right,€50k,Real Madrid,La Liga
Hugo de Llanos,esESP,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hugo de Llanos,Left Winger,18.03.2005 (20),"1,75m",right,€200k,Real Madrid,La Liga
Pol Fortuny,esESP,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pol Fortuny,Attacking Midfield,11.03.2005 (20),"1,75m",left,€400k,Real Madrid,La Liga
